hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
18,5,2,0.252,0.184,0.647,22,1,9
17,6,0,0.941,0.737,0.925,1,0,1
11,5,1,0.747,0.137,0.485,13,2,4
14,1,1,0.522,0.859,0.391,7,2,3
17,5,1,0.589,0.331,0.655,16,2,2
8,3,0,0.829,0.801,0.853,0,1,3
3,0,1,0.235,0.43,0.171,5,0,9
1,3,1,0.209,0.424,0.129,26,2,9
6,2,1,0.624,0.397,0.653,4,0,4
1,4,0,0.203,0.756,0.118,10,1,7
9,5,1,0.504,0.617,0.684,36,2,5
17,1,0,0.82,0.881,0.853,17,1,1
11,1,0,0.552,0.551,0.723,0,0,1
10,2,0,0.883,0.781,0.574,18,0,1
7,2,1,0.625,0.29,0.77,48,1,5
12,1,1,0.585,0.395,0.356,10,1,3
12,2,2,0.259,0.454,0.229,28,1,6
8,2,1,0.683,0.567,0.645,19,1,4
17,0,2,0.284,0.561,0.694,22,2,5
7,4,2,0.443,0.271,0.403,40,1,8
9,1,0,0.689,0.879,0.826,14,0,3
16,3,1,0.607,0.622,0.47,13,1,3
23,0,1,0.249,0.055,0.201,37,0,8
20,6,2,0.155,0.352,0.243,38,3,8
19,6,1,0.48,0.313,0.61,34,1,5
5,0,0,0.202,0.685,0.194,32,1,5
17,1,1,0.672,0.613,0.654,21,0,3
11,4,2,0.033,0.19,0.508,48,2,7
23,2,1,0.23,0.537,0.17,24,2,8
7,4,2,0.222,0.0,0.486,55,2,10
14,1,2,0.387,0.141,0.071,32,1,7
13,6,2,0.274,0.567,0.431,27,1,6
7,2,2,0.271,0.13,0.467,44,2,8
21,6,2,0.027,0.097,0.31,45,1,8
10,0,0,0.852,0.741,0.459,0,0,2
19,2,1,0.462,0.468,0.764,23,1,4
7,2,0,0.799,0.675,0.925,23,1,3
19,6,1,0.492,0.356,0.687,10,2,5
1,1,1,0.153,0.449,0.087,11,2,8
23,5,2,0.22,0.354,0.055,31,2,10
8,4,1,0.56,0.569,0.679,17,2,4
4,1,2,0.048,0.594,0.0,27,2,10
13,6,0,0.905,0.524,0.689,9,0,1
11,4,1,0.452,0.374,0.334,9,2,3
11,6,1,0.503,0.282,0.283,16,1,4
19,5,2,0.126,0.168,0.462,24,2,8
16,4,0,0.721,0.745,0.585,14,0,1
19,2,0,0.826,0.903,0.801,12,1,3
11,2,1,0.647,0.442,0.666,3,0,2
11,1,0,0.552,0.551,0.723,0,0,1
15,4,1,0.451,0.566,0.426,20,1,3
8,5,1,0.671,0.359,0.694,16,1,4
21,4,2,0.076,0.059,0.354,47,1,10
18,2,1,0.533,0.804,0.824,28,2,4
21,2,1,0.059,0.75,0.582,16,1,5
11,4,2,0.22,0.0,0.387,34,1,7
8,5,0,0.872,0.773,0.623,8,0,3
6,3,2,0.398,0.088,0.294,30,2,9
10,0,2,0.3,0.311,0.543,42,3,7
15,2,2,0.324,0.506,0.43,42,1,7
16,4,2,0.387,0.325,0.304,30,3,6
7,0,0,0.759,0.866,0.843,25,1,3
21,3,1,0.118,0.414,0.598,32,0,5
17,4,0,0.82,0.776,0.738,12,1,1
8,4,1,0.662,0.679,0.747,25,1,5
23,0,0,0.459,0.795,0.207,0,1,4
9,1,0,0.739,0.62,0.693,3,0,3
0,1,1,0.127,0.231,0.277,30,0,9
7,4,0,0.97,0.546,0.734,0,1,3
14,2,1,0.705,0.33,0.389,22,1,3
12,0,1,0.544,0.46,0.517,14,0,3
13,5,2,0.21,0.359,0.474,28,3,7
15,6,2,0.323,0.407,0.311,32,2,7
10,1,1,0.677,0.322,0.43,33,2,3
12,6,2,0.264,0.453,0.24,42,1,8
18,4,2,0.327,0.0,0.529,33,3,9
11,1,2,0.317,0.114,0.347,35,3,8
18,6,1,0.497,0.28,0.691,11,1,5
5,3,0,0.215,0.474,0.081,1,0,6
6,3,1,0.588,0.389,0.494,32,2,4
19,2,2,0.205,0.07,0.574,21,1,9
22,1,2,0.068,0.0,0.019,53,1,10
14,1,1,0.629,0.586,0.662,8,0,2
10,1,1,0.649,0.426,0.444,20,2,4
14,2,2,0.212,0.0,0.128,59,3,10
12,3,2,0.447,0.144,0.489,20,2,7
11,1,1,0.872,0.458,0.512,13,2,3
20,3,2,0.282,0.227,0.192,21,1,9
5,3,0,0.223,0.95,0.07,15,0,6
7,2,1,0.598,0.39,0.763,14,2,5
6,2,2,0.378,0.167,0.362,37,2,8
15,4,2,0.161,0.305,0.412,31,2,6
11,3,2,0.276,0.307,0.215,21,3,6
3,5,1,0.097,0.459,0.181,28,1,8
16,5,1,0.62,0.222,0.281,21,2,5
15,6,1,0.667,0.471,0.431,18,0,4
1,5,0,0.204,0.455,0.285,0,1,6
11,6,2,0.351,0.122,0.314,56,1,10
12,6,1,0.587,0.519,0.483,24,1,4
18,0,1,0.308,0.579,0.395,13,1,6
13,6,2,0.071,0.056,0.386,40,1,9
15,1,2,0.221,0.423,0.23,39,1,6
5,6,2,0.141,0.474,0.157,39,1,10
17,4,2,0.272,0.161,0.55,38,1,7
12,5,1,0.441,0.321,0.54,20,2,3
14,5,2,0.232,0.17,0.154,44,2,10
0,1,1,0.133,0.332,0.174,39,2,8
21,2,1,0.058,0.331,0.559,25,1,5
22,4,0,0.259,0.483,0.173,12,0,6
15,2,0,0.844,0.79,0.599,7,0,1
14,2,1,0.687,0.327,0.555,30,0,3
0,1,1,0.125,0.286,0.071,36,2,9
11,6,1,0.594,0.417,0.469,0,2,3
18,3,1,0.693,0.325,0.595,14,1,4
1,6,1,0.235,0.135,0.205,28,1,9
18,6,0,0.781,0.76,0.875,1,0,2
10,3,2,0.288,0.018,0.003,36,3,9
5,6,2,0.012,0.197,0.34,32,3,9
19,3,1,0.647,0.351,0.593,5,0,4
3,1,2,0.074,0.483,0.229,38,3,10
15,2,0,0.844,0.79,0.599,7,0,1
8,1,1,0.673,0.188,0.725,12,2,5
15,5,2,0.293,0.258,0.246,39,2,8
6,6,0,0.845,0.632,0.477,0,1,3
21,1,2,0.189,0.241,0.26,19,3,9
7,5,2,0.231,0.308,0.462,32,3,7
20,4,2,0.229,0.215,0.283,46,3,9
21,5,1,0.137,0.435,0.534,30,2,5
11,4,1,0.51,0.41,0.485,17,1,3
5,0,1,0.291,0.604,0.076,13,2,8
19,6,2,0.376,0.287,0.581,42,3,8
2,5,2,0.0,0.242,0.0,21,2,10
10,6,0,0.745,0.484,0.61,0,0,1
13,3,2,0.334,0.253,0.123,28,2,8
6,6,2,0.255,0.11,0.483,33,1,8
15,4,0,0.68,0.361,0.617,0,1,1
0,5,2,0.301,0.314,0.178,57,1,10
16,5,0,0.799,0.494,0.568,13,0,2
5,4,0,0.265,0.811,0.251,32,0,5
23,5,0,0.208,0.697,0.095,18,1,6
23,1,0,0.006,0.969,0.24,3,1,5
17,5,2,0.442,0.086,0.357,44,1,7
18,6,0,0.781,0.76,0.875,1,0,2
21,3,1,0.171,0.428,0.578,22,2,5
18,4,0,0.771,0.684,0.775,11,0,3
3,6,1,0.262,0.333,0.109,38,1,8
13,6,1,0.604,0.166,0.554,16,0,5
8,4,0,0.621,0.682,0.9,20,1,3
23,5,2,0.098,0.0,0.0,50,1,10
20,1,2,0.27,0.0,0.321,45,3,9
19,2,2,0.158,0.061,0.293,57,1,10
14,1,0,0.841,0.74,0.634,26,1,1
14,4,1,0.849,0.263,0.598,29,1,4
18,2,0,0.721,0.735,0.868,5,1,2
11,6,1,0.591,0.569,0.683,15,2,2
2,4,2,0.0,0.466,0.178,12,2,10
5,1,2,0.0,0.0,0.125,33,1,10
1,3,2,0.382,0.274,0.015,27,2,10
15,2,1,0.861,0.314,0.65,20,2,3
22,5,2,0.222,0.343,0.102,45,2,9
0,4,1,0.189,0.05,0.141,47,1,9
17,0,0,0.88,0.853,0.523,27,0,1
16,4,2,0.159,0.341,0.213,47,1,7
21,5,2,0.23,0.421,0.256,24,3,7
3,0,1,0.209,0.224,0.147,12,0,9
17,4,0,0.813,0.824,0.794,2,0,1
2,6,2,0.016,0.08,0.0,47,2,10
5,6,1,0.026,0.509,0.167,23,0,7
14,0,2,0.229,0.375,0.289,23,2,6
13,2,1,0.408,0.263,0.526,20,2,4
12,4,1,0.584,0.516,0.321,6,0,3
2,1,2,0.2,0.257,0.155,23,2,10
22,1,2,0.122,0.29,0.079,43,2,10
21,3,1,0.264,0.414,0.648,25,2,5
15,4,2,0.429,0.168,0.286,36,2,6
10,0,0,0.884,0.633,0.581,5,0,1
20,5,1,0.676,0.438,0.592,14,0,5
9,0,2,0.468,0.287,0.508,34,2,7
6,4,1,0.725,0.469,0.259,14,1,4
13,5,2,0.354,0.142,0.233,37,1,7
10,0,0,0.891,0.67,0.656,2,1,1
20,5,2,0.394,0.103,0.042,41,2,9
21,4,1,0.218,0.415,0.39,18,2,5
5,1,1,0.0,0.242,0.213,4,0,8
16,2,2,0.187,0.386,0.274,25,2,6
18,5,1,0.498,0.553,0.826,1,1,4
18,1,1,0.53,0.579,0.561,3,2,4
4,1,1,0.0,0.293,0.143,16,0,9
14,4,1,0.555,0.432,0.659,22,0,2
14,6,2,0.228,0.0,0.206,59,2,9
15,1,2,0.327,0.0,0.166,42,1,10
21,3,1,0.189,0.353,0.383,22,0,5
15,6,2,0.323,0.177,0.147,33,3,8
8,6,1,0.634,0.021,0.782,31,1,5
13,1,2,0.139,0.311,0.086,57,1,9
3,5,1,0.022,0.641,0.094,15,2,9
6,6,1,0.594,0.272,0.434,15,0,5
12,1,2,0.041,0.3,0.357,36,1,7
4,6,1,0.185,0.749,0.213,14,1,9
16,5,1,0.8,0.669,0.481,9,0,3
8,1,1,0.481,0.295,0.623,15,1,6
10,1,0,0.785,0.586,0.587,3,1,1
8,1,0,0.847,0.696,0.759,9,1,2
17,4,0,0.802,0.94,0.776,0,0,1
7,1,2,0.442,0.342,0.378,44,1,6
10,4,0,0.79,0.699,0.533,0,1,2
18,1,1,0.537,0.305,0.822,26,0,5
19,5,2,0.204,0.109,0.275,27,2,10
21,5,0,0.372,0.726,0.469,6,1,4
0,3,1,0.06,0.357,0.091,21,2,9
15,5,1,0.63,0.474,0.459,11,1,3
9,2,2,0.274,0.0,0.64,39,3,9
15,2,0,0.788,0.882,0.333,13,1,2
8,2,2,0.351,0.239,0.623,45,1,8
9,0,2,0.364,0.267,0.49,51,3,8
6,4,0,0.893,0.48,0.763,19,1,2
2,0,2,0.011,0.0,0.0,3,1,10
16,0,2,0.274,0.26,0.246,58,2,9
11,6,1,0.433,0.437,0.496,32,0,3
4,4,0,0.124,0.383,0.0,10,0,7
9,5,0,0.759,0.959,0.588,11,1,2
4,0,1,0.349,0.511,0.108,16,1,8
10,3,1,0.591,0.301,0.591,22,2,3
17,6,1,0.533,0.328,0.609,15,0,2
16,1,1,0.583,0.454,0.608,35,1,2
21,4,0,0.377,0.548,0.543,15,0,4
14,5,0,0.92,0.741,0.565,0,0,2
15,2,1,0.446,0.383,0.656,18,0,2
16,2,2,0.408,0.456,0.426,18,1,6
17,6,0,0.745,0.799,0.903,2,0,1
22,2,1,0.227,0.429,0.213,21,0,8
11,0,2,0.288,0.478,0.255,47,2,7
6,3,0,1.0,0.588,0.438,0,1,2
13,4,2,0.032,0.0,0.088,53,1,9
5,5,2,0.189,0.192,0.0,44,3,10
3,1,2,0.043,0.021,0.191,47,3,10
18,0,2,0.284,0.219,0.466,36,3,9
1,4,1,0.332,0.354,0.091,16,2,9
6,1,2,0.375,0.13,0.162,38,1,9
19,2,0,0.689,0.445,0.713,13,1,3
7,4,2,0.208,0.064,0.5,35,1,9
15,2,2,0.372,0.294,0.39,42,3,8
5,4,1,0.387,0.659,0.184,17,2,7
22,4,2,0.139,0.204,0.0,40,1,10
10,0,2,0.416,0.172,0.173,24,1,6
10,0,2,0.242,0.016,0.293,52,2,8
16,6,1,0.549,0.497,0.483,21,1,3
5,2,2,0.076,0.073,0.0,49,3,10
22,2,0,0.24,0.921,0.0,0,0,6
7,6,0,0.799,0.675,0.834,24,0,3
22,0,2,0.198,0.038,0.095,30,1,10
19,0,2,0.438,0.352,0.503,33,2,7
19,2,0,0.773,0.879,0.826,28,0,3
10,5,1,0.776,0.475,0.628,17,1,2
19,5,2,0.432,0.396,0.487,44,2,6
18,4,1,0.671,0.405,0.806,21,0,4
20,2,1,0.596,0.284,0.379,32,2,5
13,0,0,0.816,0.788,0.671,17,1,1
21,6,2,0.0,0.2,0.189,41,2,9
15,0,1,0.551,0.167,0.534,23,2,4
4,0,2,0.146,0.263,0.289,36,1,10
7,5,2,0.207,0.017,0.353,53,3,10
14,2,2,0.333,0.0,0.436,36,2,7
20,1,0,0.88,0.709,0.625,0,0,3
14,4,0,0.733,0.454,0.608,11,0,1
19,5,1,0.531,0.523,0.652,26,1,4
9,3,1,0.651,0.429,0.678,16,1,5
2,2,1,0.106,0.573,0.055,15,1,9
5,2,1,0.179,0.319,0.225,18,2,8
11,0,1,0.621,0.497,0.497,22,2,3
14,5,1,0.453,0.192,0.558,22,0,4
12,3,0,0.772,0.924,0.513,19,1,2
9,2,2,0.283,0.199,0.326,39,1,8
15,2,1,0.612,0.548,0.443,13,2,3
20,3,0,0.884,0.63,0.721,0,1,3
19,6,1,0.508,0.316,0.57,33,1,4
16,1,0,0.833,0.902,0.758,4,0,1
14,4,0,0.967,0.734,0.699,14,0,1
20,0,0,0.806,0.786,0.644,0,0,3
16,5,2,0.373,0.012,0.016,54,1,9
10,3,1,0.597,0.183,0.503,8,1,4
16,4,1,0.683,0.385,0.442,17,1,3
9,0,2,0.322,0.308,0.366,33,2,7
21,4,1,0.13,0.535,0.449,0,1,5
13,0,0,0.643,0.69,0.483,4,0,2
16,5,2,0.314,0.54,0.296,36,1,6
12,1,0,0.847,0.62,0.559,23,1,2
14,6,2,0.384,0.243,0.235,35,1,7
10,0,0,0.687,0.733,0.564,9,0,1
0,6,2,0.214,0.0,0.034,17,3,10
6,6,1,0.591,0.345,0.514,13,2,5
1,5,1,0.201,0.321,0.201,10,1,8
8,1,2,0.155,0.107,0.574,31,3,8
22,1,0,0.24,0.841,0.085,4,1,6
9,1,2,0.224,0.01,0.501,45,2,9
19,5,1,0.648,0.445,0.709,30,0,4
1,1,2,0.055,0.0,0.0,28,3,10
15,1,1,0.516,0.505,0.624,19,1,2
22,1,2,0.073,0.009,0.048,29,3,10
8,3,2,0.178,0.234,0.48,45,1,9
10,1,1,0.554,0.463,0.559,37,0,4
8,5,2,0.332,0.368,0.548,33,2,7
20,0,0,0.892,0.405,0.576,5,1,2
17,2,2,0.127,0.141,0.645,38,1,6
16,2,0,0.941,0.558,0.801,2,0,1
20,1,2,0.195,0.119,0.204,52,2,10
8,1,0,0.787,0.707,0.809,5,0,3
2,3,1,0.0,0.496,0.094,24,0,9
13,1,0,0.744,0.697,0.444,12,0,2
19,0,1,0.796,0.388,0.564,18,1,4
14,5,0,0.777,0.795,0.714,8,0,1
19,3,2,0.227,0.265,0.682,21,2,9
0,3,1,0.21,0.476,0.008,12,2,8
20,6,0,0.869,0.592,0.492,9,0,3
17,2,1,0.644,0.309,0.818,22,0,2
22,2,1,0.304,0.204,0.145,18,0,9
9,4,0,0.781,0.788,0.75,6,1,2
3,2,0,0.122,0.821,0.112,14,1,7
18,6,0,0.919,0.787,0.904,16,0,2
18,3,2,0.247,0.0,0.47,48,3,10
9,2,1,0.729,0.507,0.466,13,1,4
17,4,2,0.361,0.113,0.469,33,1,8
16,4,2,0.282,0.257,0.341,36,2,7
23,0,0,0.123,0.645,0.214,27,0,6
12,3,1,0.594,0.221,0.442,9,0,5
20,1,0,0.824,0.506,0.589,15,0,2
2,0,1,0.183,0.435,0.071,29,0,9
14,3,0,0.816,0.753,0.605,10,1,1
12,1,1,0.724,0.394,0.508,15,0,4
10,6,0,0.959,0.949,0.545,2,0,2
7,2,0,0.934,0.652,0.851,16,0,2
22,6,0,0.176,0.556,0.078,19,1,5
12,1,1,0.529,0.392,0.568,30,1,3
19,2,0,0.725,0.478,0.813,9,0,3
15,2,2,0.123,0.23,0.081,72,1,9
20,2,1,0.801,0.482,0.573,10,1,5
15,3,1,0.568,0.576,0.697,10,2,2
8,0,2,0.284,0.177,0.468,42,2,9
10,6,0,0.842,0.555,0.519,5,0,1
6,4,2,0.452,0.006,0.163,25,2,7
13,0,2,0.38,0.408,0.232,59,1,6
9,2,2,0.204,0.0,0.362,48,3,9
5,0,2,0.045,0.253,0.217,33,2,10
21,1,1,0.331,0.482,0.484,9,2,5
10,4,2,0.329,0.065,0.156,39,1,8
15,0,2,0.288,0.209,0.379,27,1,8
2,4,2,0.071,0.257,0.089,35,3,10
17,0,1,0.7,0.335,0.621,25,2,2
11,4,2,0.31,0.107,0.238,28,3,7
9,0,2,0.168,0.0,0.363,46,3,10
22,3,1,0.182,0.324,0.096,9,1,7
12,3,0,0.757,0.609,0.647,3,1,1
12,4,2,0.306,0.311,0.233,67,2,9
8,0,1,0.633,0.305,0.743,9,0,5
9,2,2,0.21,0.176,0.641,20,2,9
21,4,0,0.227,0.651,0.683,13,0,4
13,2,1,0.562,0.774,0.457,14,0,3
12,2,0,0.765,0.685,0.506,17,1,2
13,3,1,0.548,0.607,0.49,37,2,4
14,0,1,0.734,0.655,0.398,15,0,4
12,5,0,0.863,0.654,0.646,3,0,1
17,1,2,0.383,0.194,0.479,28,2,8
20,4,0,0.818,0.768,0.529,20,0,2
0,4,0,0.09,0.676,0.365,13,0,6
13,6,2,0.277,0.324,0.471,54,3,6
21,3,2,0.057,0.113,0.464,37,2,9
13,5,1,0.602,0.331,0.457,23,1,4
13,6,0,0.889,0.702,0.625,10,0,1
21,3,2,0.0,0.028,0.212,39,2,8
12,3,0,0.646,0.797,0.574,14,1,1
6,3,0,0.783,0.762,0.577,10,0,3
12,2,2,0.354,0.079,0.376,56,3,7
19,4,2,0.126,0.059,0.372,68,3,10
14,4,2,0.226,0.059,0.224,54,3,10
18,1,2,0.194,0.274,0.29,68,3,10
10,4,2,0.395,0.154,0.341,28,2,8
20,6,1,0.504,0.512,0.331,10,0,5
16,5,1,0.702,0.537,0.563,39,0,3
15,4,0,0.68,0.361,0.617,0,1,1
4,1,2,0.235,0.014,0.0,46,3,10
20,3,1,0.677,0.545,0.558,17,2,4
14,1,1,0.577,0.395,0.496,21,0,3
14,4,1,0.362,0.282,0.514,18,2,6
14,2,2,0.214,0.153,0.018,52,1,9
3,5,2,0.0,0.179,0.0,64,1,10
22,6,1,0.209,0.631,0.047,30,0,7
22,2,2,0.136,0.118,0.113,21,3,10
14,4,0,0.844,0.482,0.589,1,0,2
8,3,1,0.561,0.1,0.68,22,0,5
19,2,1,0.577,0.451,0.697,10,0,4
13,6,0,0.889,0.702,0.625,10,0,1
22,4,2,0.023,0.007,0.165,51,1,10
18,3,0,0.938,0.748,0.737,10,0,2
23,0,1,0.105,0.356,0.024,22,1,8
10,0,0,0.776,0.66,0.623,4,0,1
17,5,2,0.476,0.21,0.545,32,2,6
19,1,2,0.249,0.199,0.456,32,1,9
5,2,0,0.153,0.718,0.123,8,0,6
9,0,2,0.267,0.371,0.448,41,3,8
17,3,2,0.329,0.409,0.34,27,2,6
19,5,2,0.361,0.424,0.332,50,3,8
6,6,2,0.315,0.381,0.359,34,3,7
6,2,2,0.316,0.248,0.308,28,3,8
13,5,0,0.692,0.666,0.636,23,0,1
22,4,2,0.0,0.022,0.0,32,1,10
14,6,2,0.192,0.346,0.321,45,2,7
13,6,0,0.888,0.693,0.582,3,0,2
23,6,1,0.035,0.404,0.0,33,0,7
8,5,0,0.595,0.822,0.746,0,0,2
6,4,2,0.259,0.1,0.408,31,3,9
18,1,0,0.793,0.73,0.805,6,0,3
8,4,1,0.411,0.313,0.423,22,2,5
13,5,0,0.882,0.618,0.649,14,1,1
17,0,0,0.783,0.501,0.866,17,1,1
5,6,0,0.383,0.566,0.164,5,1,5
1,1,1,0.087,0.264,0.142,15,2,9
13,3,1,0.617,0.402,0.477,30,2,4
17,5,1,0.489,0.622,0.601,7,0,2
20,1,2,0.315,0.16,0.319,34,2,9
10,0,2,0.302,0.168,0.393,39,1,8
4,6,1,0.082,0.565,0.25,23,2,9
0,6,2,0.064,0.33,0.115,33,1,10
15,2,0,0.831,0.663,0.695,0,1,1
15,5,2,0.551,0.149,0.399,53,2,6
23,2,0,0.263,0.898,0.461,4,0,5
14,6,1,0.486,0.542,0.619,34,1,2
18,6,1,0.639,0.192,0.447,16,1,5
1,3,1,0.154,0.39,0.071,20,0,9
23,4,1,0.249,0.289,0.246,6,1,8
12,2,0,0.765,0.685,0.506,17,1,2
2,0,0,0.215,0.579,0.19,7,1,7
3,4,2,0.119,0.0,0.0,23,1,10
14,4,1,0.571,0.48,0.488,1,2,4
14,4,2,0.237,0.0,0.273,49,3,9
19,0,1,0.68,0.442,0.565,16,0,4
16,5,1,0.511,0.071,0.587,14,0,4
15,0,2,0.485,0.129,0.075,52,2,6
13,2,1,0.601,0.527,0.631,15,0,2
21,3,1,0.267,0.387,0.431,13,2,6
17,0,1,0.533,0.465,0.725,5,0,3
3,5,2,0.0,0.0,0.157,43,2,10
11,6,0,0.829,0.414,0.616,0,0,1
15,5,0,0.809,0.734,0.852,28,0,1
13,2,2,0.231,0.056,0.229,29,3,7
20,3,2,0.185,0.297,0.422,48,3,8
21,1,2,0.0,0.0,0.32,47,1,10
3,1,2,0.036,0.276,0.173,43,2,10
14,6,0,0.647,0.734,0.674,13,0,1
4,6,0,0.061,0.544,0.0,1,1,6
18,6,1,0.598,0.383,0.808,7,2,4
19,3,2,0.293,0.058,0.417,38,1,8
14,0,0,0.715,0.692,0.56,0,0,2
17,2,1,0.644,0.309,0.818,22,0,2
11,6,0,0.746,0.928,0.64,22,0,1
8,3,1,0.561,0.1,0.68,22,0,5
6,6,1,0.66,0.45,0.419,26,1,5
17,0,2,0.281,0.0,0.583,46,3,8
8,4,2,0.473,0.088,0.521,32,2,7
16,5,2,0.276,0.165,0.184,19,2,8
10,5,2,0.269,0.403,0.371,25,2,6
10,1,1,0.631,0.556,0.456,16,2,3
3,6,1,0.231,0.513,0.123,26,2,8
4,4,1,0.153,0.303,0.311,30,1,7
23,6,2,0.037,0.168,0.059,36,1,10
21,1,0,0.239,0.618,0.725,4,0,3
13,2,1,0.601,0.527,0.631,15,0,2
17,4,0,0.82,0.776,0.738,12,1,1
12,6,0,0.742,0.738,0.55,3,0,2
12,1,1,0.538,0.425,0.44,14,2,4
7,5,2,0.393,0.21,0.365,3,2,9
22,3,0,0.151,0.9,0.161,24,1,6
17,1,1,0.505,0.558,0.664,27,1,2
14,0,2,0.425,0.0,0.37,44,2,6
16,5,0,0.885,0.53,0.612,25,1,1
18,4,2,0.231,0.262,0.601,20,3,9
15,2,2,0.486,0.604,0.415,50,2,5
3,0,0,0.272,0.918,0.257,9,0,7
7,1,1,0.667,0.511,0.73,17,0,4
16,2,2,0.379,0.215,0.311,15,3,8
10,1,2,0.448,0.272,0.437,37,2,6
17,2,2,0.199,0.246,0.485,69,3,7
18,2,0,0.807,0.658,0.749,14,1,3
14,6,1,0.431,0.461,0.33,21,0,4
9,4,1,0.435,0.453,0.694,25,1,5
23,4,0,0.271,0.847,0.306,16,0,5
14,6,2,0.078,0.288,0.15,53,2,9
11,1,0,0.9,0.786,0.644,17,0,1
23,4,0,0.181,0.859,0.095,23,0,5
21,3,1,0.102,0.1,0.438,31,0,6
14,4,2,0.288,0.312,0.465,44,2,6
21,0,0,0.108,0.627,0.642,8,0,4
7,2,2,0.399,0.242,0.632,52,1,9
15,0,0,0.633,0.715,0.673,25,0,1
19,1,2,0.294,0.277,0.53,28,3,9
9,5,0,0.863,0.625,0.757,4,1,2
12,3,0,0.757,0.609,0.647,3,1,1
13,0,2,0.42,0.32,0.054,41,1,5
20,6,1,0.537,0.396,0.45,26,2,4
15,4,2,0.31,0.0,0.125,46,2,8
9,0,1,0.614,0.543,0.662,15,1,4
16,5,0,0.616,0.621,0.67,3,1,1
8,0,0,0.747,0.545,1.0,13,0,3
16,6,2,0.317,0.254,0.185,26,1,7
18,6,2,0.383,0.023,0.524,35,3,9
20,5,0,0.715,0.537,0.634,13,0,3
17,1,1,0.677,0.534,0.861,22,1,2
7,5,2,0.241,0.62,0.578,48,2,8
14,4,1,0.726,0.382,0.411,15,2,3
11,6,0,0.561,0.582,0.431,1,0,2
22,4,0,0.162,0.435,0.181,7,0,5
16,4,0,0.721,0.745,0.585,14,0,1
17,0,2,0.23,0.44,0.575,24,3,6
14,4,2,0.241,0.314,0.235,30,3,6
7,2,1,0.625,0.29,0.77,48,1,5
16,1,2,0.109,0.193,0.452,46,3,7
10,2,1,0.635,0.471,0.366,29,0,3
3,3,0,0.264,0.529,0.215,12,0,6
15,2,1,0.482,0.546,0.727,14,1,2
1,1,0,0.531,0.762,0.081,0,0,6
2,5,2,0.188,0.103,0.093,29,3,10
17,3,1,0.638,0.093,0.577,35,2,4
17,0,2,0.252,0.193,0.691,32,1,6
10,6,0,0.959,0.949,0.545,2,0,2
1,3,2,0.0,0.146,0.147,28,2,10
0,2,2,0.187,0.161,0.087,34,1,10
9,1,1,0.718,0.483,0.538,27,0,4
9,6,1,0.459,0.15,0.63,9,2,5
13,2,0,0.853,0.766,0.482,12,0,2
8,0,0,0.774,0.505,0.87,11,0,2
10,5,2,0.323,0.169,0.081,44,1,9
23,6,0,0.0,0.664,0.198,12,0,6
21,3,1,0.189,0.353,0.383,22,0,5
13,5,1,0.459,0.528,0.285,34,1,3
17,5,2,0.265,0.347,0.341,48,3,6
12,2,0,0.663,0.905,0.583,9,0,1
9,6,1,0.472,0.683,0.645,0,2,5
17,4,1,0.624,0.259,0.677,27,1,3
6,3,2,0.188,0.0,0.317,31,3,9
19,4,0,0.791,0.769,0.805,23,0,2
11,5,1,0.695,0.506,0.479,19,2,4
23,0,2,0.064,0.07,0.0,61,1,10
20,3,1,0.529,0.652,0.538,12,2,4
11,3,2,0.256,0.33,0.005,26,3,6
6,3,2,0.176,0.074,0.206,26,1,9
14,2,2,0.225,0.012,0.46,19,1,7
18,1,2,0.286,0.179,0.482,26,3,9
17,3,2,0.319,0.443,0.614,32,1,5
3,5,0,0.386,0.534,0.091,16,0,7
22,3,2,0.042,0.278,0.0,39,2,10
2,1,0,0.176,0.561,0.141,0,0,7
6,2,1,0.75,0.512,0.565,26,0,5
20,1,2,0.46,0.227,0.428,24,3,7
16,6,2,0.356,0.369,0.229,40,2,6
12,4,1,0.657,0.542,0.574,31,1,3
3,4,2,0.078,0.404,0.12,29,3,10
20,3,2,0.237,0.099,0.225,13,2,8
23,5,1,0.182,0.393,0.141,12,2,7
15,6,2,0.134,0.0,0.099,60,2,10
6,6,2,0.276,0.055,0.406,41,3,9
8,2,1,0.557,0.261,0.832,19,0,5
2,0,0,0.399,0.698,0.22,2,0,6
20,2,2,0.385,0.0,0.262,45,2,8
14,4,2,0.349,0.302,0.446,42,3,6
11,5,2,0.173,0.369,0.405,38,2,6
19,1,2,0.258,0.386,0.566,38,3,7
12,0,2,0.259,0.349,0.105,39,1,6
16,0,2,0.129,0.485,0.156,39,3,6
13,5,2,0.319,0.215,0.221,28,3,8
20,1,2,0.623,0.011,0.339,23,1,8
1,1,1,0.152,0.183,0.209,33,2,9
10,3,1,0.506,0.595,0.563,26,0,4
9,5,0,0.897,0.928,0.72,13,0,3
14,5,1,0.526,0.222,0.603,2,1,3
6,3,1,0.655,0.437,0.601,24,2,5
13,6,1,0.554,0.702,0.502,13,1,3
18,3,2,0.519,0.299,0.431,51,1,8
16,3,2,0.417,0.33,0.252,41,3,5
20,4,0,0.807,0.695,0.63,1,0,3
10,3,2,0.213,0.285,0.173,38,3,7
15,5,2,0.362,0.128,0.258,33,1,8
12,1,0,0.84,0.695,0.565,18,1,1
