hour_of_day,day_of_week,district_type,lighting,cctv_density,population_density,historical_incidents,road_type,danger_level
23,3,2,0.105,0.0,0.234,40,3,8
23,6,4,0.059,0.11,0.297,0,1,7
16,4,2,0.758,0.191,0.121,28,2,6
1,4,4,0.0,0.0,0.0,3,2,8
10,4,0,0.835,0.876,0.702,8,3,1
21,1,0,0.255,0.426,0.453,16,2,5
5,4,2,0.0,0.312,0.046,43,2,9
23,6,3,0.125,0.278,0.766,18,3,6
6,0,2,0.524,0.0,0.135,36,0,7
17,0,1,0.972,0.436,0.693,2,3,2
17,1,4,0.605,0.002,0.535,2,3,3
13,0,2,0.509,0.064,0.112,32,3,7
17,2,0,1.0,0.961,0.734,18,0,1
0,5,2,0.086,0.077,0.0,33,0,10
1,0,4,0.049,0.28,0.0,0,1,7
5,0,2,0.105,0.303,0.0,36,2,8
23,5,2,0.056,0.216,0.238,23,0,8
9,1,4,0.399,0.0,0.474,19,2,5
23,6,2,0.166,0.0,0.115,21,2,9
8,1,0,0.829,0.654,0.658,23,2,3
5,5,2,0.041,0.204,0.0,19,1,7
5,5,1,0.229,0.159,0.07,0,1,6
18,2,4,0.49,0.068,0.485,5,3,4
22,6,2,0.114,0.21,0.145,41,3,10
7,2,2,0.759,0.408,0.103,22,0,6
18,3,1,0.907,0.027,0.481,5,1,4
2,1,2,0.217,0.173,0.047,25,3,9
22,0,1,0.301,0.171,0.468,1,0,5
5,2,4,0.0,0.104,0.063,26,2,8
23,0,1,0.206,0.389,0.366,4,3,5
6,5,4,0.451,0.267,0.435,8,2,4
10,4,0,0.835,0.876,0.702,8,3,1
22,6,2,0.114,0.21,0.145,41,3,10
2,6,2,0.0,0.238,0.0,33,3,10
17,2,1,0.903,0.64,0.734,0,3,1
3,0,0,0.439,0.662,0.221,11,1,4
5,0,4,0.01,0.069,0.0,13,3,8
19,0,1,0.782,0.253,0.646,0,2,3
19,3,4,0.43,0.342,0.511,0,1,4
23,3,2,0.105,0.0,0.234,40,3,8
2,1,3,0.255,0.548,0.346,27,1,7
0,1,2,0.096,0.035,0.053,22,3,9
4,4,2,0.1,0.0,0.0,36,3,10
14,4,1,0.713,0.293,0.556,0,2,2
13,0,2,0.753,0.171,0.085,27,3,6
23,4,2,0.07,0.287,0.253,24,0,7
18,0,0,0.807,0.779,0.921,35,3,3
23,6,1,0.413,0.185,0.426,7,1,6
2,6,2,0.226,0.465,0.0,42,3,10
1,5,1,0.262,0.196,0.313,9,2,6
22,6,2,0.129,0.196,0.139,19,3,9
1,2,2,0.168,0.165,0.0,33,3,9
18,1,3,0.658,0.22,1.0,25,1,5
2,6,1,0.222,0.061,0.065,11,1,8
4,3,2,0.0,0.315,0.0,24,3,10
17,2,1,0.903,0.64,0.734,0,3,1
0,6,4,0.16,0.1,0.0,1,0,9
4,5,3,0.253,0.232,0.506,14,1,7
5,6,0,0.266,0.696,0.162,28,1,5
17,1,1,0.757,0.348,0.635,15,3,3
8,2,3,0.731,0.513,0.968,33,3,5
11,3,0,0.99,0.987,0.47,17,3,1
4,1,2,0.209,0.113,0.0,16,3,9
19,3,4,0.516,0.071,0.278,0,0,4
16,4,2,0.759,0.038,0.321,31,0,5
7,6,1,0.811,0.257,0.588,2,1,4
13,0,0,1.0,0.786,0.713,13,2,1
19,3,3,0.707,0.386,1.0,17,3,4
18,3,3,0.678,0.081,0.995,15,0,5
7,2,2,0.569,0.098,0.171,20,1,7
8,3,2,0.727,0.181,0.167,14,2,6
14,3,0,0.965,0.793,0.67,11,3,1
10,1,4,0.571,0.0,0.53,22,1,3
20,2,4,0.595,0.225,0.187,0,0,5
21,0,1,0.333,0.115,0.409,29,0,6
20,5,1,0.651,0.374,0.421,0,3,4
6,3,1,0.835,0.217,0.469,0,1,4
21,2,0,0.457,0.836,0.649,0,0,3
6,5,3,0.573,0.493,0.785,17,3,5
4,4,2,0.1,0.0,0.0,36,3,10
21,3,4,0.219,0.0,0.192,12,0,7
5,5,1,0.307,0.399,0.1,18,2,5
18,2,4,0.429,0.099,0.492,0,2,3
17,3,2,0.837,0.259,0.36,9,3,5
6,3,1,0.757,0.214,0.483,18,0,4
8,6,0,1.0,0.597,0.631,16,2,2
7,3,2,0.49,0.47,0.406,30,1,7
7,6,2,0.53,0.0,0.194,20,0,7
15,0,0,0.914,0.884,0.45,11,0,1
2,6,2,0.0,0.238,0.0,33,3,10
9,4,1,1.0,0.183,0.469,12,3,3
8,2,2,0.533,0.241,0.425,29,3,6
17,6,0,0.685,0.757,0.802,17,2,2
4,0,2,0.285,0.14,0.0,27,3,9
1,5,3,0.203,0.533,0.476,11,1,7
3,5,2,0.168,0.0,0.0,12,3,10
8,0,0,0.965,0.537,0.697,13,0,2
3,3,4,0.0,0.161,0.0,0,1,8
11,1,0,0.935,0.731,0.638,6,1,1
15,3,0,0.834,0.85,0.609,7,3,1
17,0,0,0.955,0.565,0.791,4,1,1
3,2,2,0.0,0.25,0.038,21,0,9
2,1,2,0.003,0.265,0.0,25,1,9
17,2,2,0.624,0.0,0.354,28,2,5
17,0,0,0.955,0.565,0.791,4,1,1
15,3,3,0.695,0.789,0.68,17,3,3
15,0,0,0.914,0.884,0.45,11,0,1
5,5,1,0.342,0.359,0.299,24,1,4
3,6,2,0.272,0.056,0.0,39,1,9
7,5,2,0.677,0.248,0.36,28,3,7
8,6,4,0.261,0.0,0.484,9,3,5
20,0,2,0.607,0.0,0.099,43,3,9
10,5,2,0.74,0.254,0.071,36,1,6
23,1,1,0.148,0.355,0.388,22,1,5
13,5,0,0.921,0.847,0.81,9,3,1
14,6,2,0.521,0.0,0.249,27,1,6
15,3,0,0.834,0.85,0.609,7,3,1
7,3,4,0.524,0.0,0.314,0,3,4
20,2,2,0.546,0.0,0.173,27,2,8
15,1,2,0.709,0.216,0.227,28,0,5
21,5,4,0.157,0.11,0.358,6,2,6
9,5,1,0.831,0.194,0.627,4,2,3
0,3,2,0.091,0.0,0.0,23,2,8
1,2,2,0.246,0.237,0.0,18,3,9
23,3,1,0.326,0.37,0.509,8,2,5
22,3,2,0.0,0.074,0.44,21,0,7
21,1,2,0.217,0.409,0.341,32,3,7
8,4,4,0.319,0.192,0.535,2,3,4
17,3,2,0.742,0.0,0.336,30,2,5
22,6,2,0.129,0.196,0.139,19,3,9
22,0,1,0.43,0.102,0.518,20,3,6
23,3,3,0.0,0.383,0.873,6,2,5
8,4,1,0.832,0.321,0.52,7,0,3
14,3,0,0.965,0.793,0.67,11,3,1
1,2,2,0.246,0.237,0.0,18,3,9
10,1,0,0.955,0.761,0.547,22,1,2
17,3,0,1.0,0.794,0.82,15,3,1
4,0,4,0.0,0.056,0.0,4,2,8
14,1,1,0.724,0.276,0.576,0,2,2
17,2,1,0.971,0.378,0.663,1,3,2
23,6,2,0.0,0.156,0.0,16,2,8
13,4,0,0.946,0.706,0.565,8,2,1
5,1,1,0.221,0.321,0.106,13,1,5
7,2,3,0.673,0.606,0.971,7,2,4
16,2,0,0.927,0.817,0.623,3,0,1
16,3,0,0.912,0.767,0.532,0,3,1
0,5,2,0.086,0.077,0.0,33,0,10
16,1,1,0.709,0.314,0.436,15,0,4
15,0,0,0.914,0.884,0.45,11,0,1
1,5,4,0.0,0.257,0.0,6,0,8
1,1,0,0.395,0.658,0.285,22,1,5
3,5,2,0.168,0.0,0.0,12,3,10
2,2,2,0.0,0.275,0.0,33,2,9
3,6,2,0.217,0.0,0.0,29,3,10
13,4,0,0.946,0.706,0.565,8,2,1
9,3,2,0.613,0.14,0.329,32,3,6
16,2,0,0.927,0.817,0.623,3,0,1
2,1,2,0.139,0.0,0.003,24,2,9
13,0,0,0.841,0.706,0.8,0,0,1
3,4,2,0.06,0.321,0.0,30,0,9
22,6,1,0.262,0.147,0.399,9,3,6
15,3,2,0.387,0.455,0.104,28,0,6
3,0,1,0.05,0.159,0.081,0,2,6
23,1,2,0.0,0.0,0.155,25,3,9
17,1,0,0.975,0.484,0.771,19,0,2
1,5,2,0.093,0.26,0.042,21,3,9
5,3,3,0.426,0.351,0.676,21,0,5
17,3,0,0.86,0.873,0.92,16,3,2
9,6,4,0.464,0.093,0.386,1,3,4
3,5,2,0.241,0.566,0.0,16,1,9
3,6,2,0.217,0.0,0.0,29,3,10
8,2,2,0.568,0.057,0.415,26,1,6
8,0,2,0.391,0.351,0.398,12,1,5
1,6,2,0.224,0.0,0.0,13,1,9
17,3,0,0.898,0.772,0.794,6,2,1
1,5,4,0.0,0.0,0.0,0,2,8
3,1,2,0.2,0.311,0.0,31,0,9
1,6,2,0.039,0.111,0.0,34,0,10
2,5,2,0.25,0.32,0.0,29,3,10
7,1,0,1.0,0.438,0.944,9,1,2
3,4,0,0.407,0.678,0.351,2,3,5
5,3,1,0.173,0.309,0.173,0,0,5
12,2,1,0.876,0.173,0.386,12,0,3
18,4,2,0.793,0.129,0.587,22,3,6
1,5,2,0.169,0.287,0.0,10,1,8
4,3,2,0.0,0.315,0.0,24,3,10
4,6,2,0.033,0.0,0.0,23,3,9
22,6,1,0.311,0.401,0.574,6,3,5
14,3,0,0.965,0.793,0.67,11,3,1
17,1,3,0.741,0.346,0.966,10,2,4
3,2,4,0.0,0.349,0.029,11,3,8
3,2,2,0.239,0.337,0.0,11,1,8
17,5,0,0.951,0.811,0.984,11,1,1
7,4,4,0.334,0.204,0.548,9,1,5
5,2,1,0.319,0.464,0.121,0,0,5
3,1,2,0.2,0.311,0.0,31,0,9
0,6,2,0.164,0.061,0.0,18,3,10
7,0,2,0.38,0.048,0.175,22,3,8
20,0,2,0.525,0.0,0.2,36,3,8
17,3,0,0.898,0.772,0.794,6,2,1
21,4,3,0.166,0.346,0.916,17,0,6
9,2,2,0.509,0.075,0.301,11,2,5
10,6,0,0.811,1.0,0.708,13,2,1
2,2,2,0.085,0.134,0.105,27,1,9
13,0,1,0.574,0.332,0.492,0,3,3
2,1,2,0.113,0.007,0.0,25,1,9
11,0,4,0.555,0.079,0.171,0,2,4
19,3,1,0.896,0.287,0.551,20,0,4
1,2,2,0.246,0.237,0.0,18,3,9
7,0,2,0.456,0.159,0.272,34,2,6
20,2,0,1.0,0.598,0.569,13,3,4
3,5,2,0.241,0.566,0.0,16,1,9
13,2,2,0.658,0.38,0.093,35,0,6
5,1,1,0.218,0.458,0.154,15,1,5
7,6,3,0.738,0.189,0.985,29,1,5
2,4,0,0.433,0.747,0.359,11,3,4
6,6,4,0.475,0.253,0.149,0,2,4
4,0,2,0.0,0.23,0.0,25,0,8
21,6,1,0.252,0.261,0.525,14,1,5
5,4,2,0.0,0.312,0.046,43,2,9
14,4,1,0.715,0.262,0.612,2,2,2
7,6,1,0.619,0.319,0.552,10,2,4
22,5,2,0.076,0.025,0.091,29,0,8
21,6,1,0.325,0.258,0.508,8,0,5
9,3,1,0.872,0.21,0.578,17,1,4
5,5,3,0.053,0.531,0.6,15,3,5
3,5,2,0.055,0.125,0.0,44,0,10
9,3,0,0.809,0.551,0.63,9,3,2
17,6,1,0.741,0.318,0.691,6,2,2
18,3,3,0.72,0.289,1.0,20,2,5
22,5,2,0.076,0.025,0.091,29,0,8
7,1,2,0.555,0.126,0.211,12,1,6
15,2,3,0.878,0.137,0.882,32,2,4
13,6,4,0.526,0.047,0.165,7,1,4
8,0,1,0.81,0.593,0.629,0,1,2
2,2,4,0.101,0.047,0.018,0,1,8
22,6,2,0.114,0.21,0.145,41,3,10
13,5,1,0.99,0.492,0.387,0,0,2
8,2,0,0.781,0.774,0.577,13,2,2
15,2,1,0.859,0.449,0.516,1,3,2
15,3,0,0.87,0.412,0.547,37,0,4
4,5,1,0.303,0.299,0.123,2,2,6
17,1,1,0.802,0.308,0.475,19,3,3
1,2,2,0.246,0.237,0.0,18,3,9
1,5,4,0.0,0.413,0.04,7,0,8
20,5,1,0.831,0.307,0.394,6,2,4
18,2,1,0.613,0.322,0.664,0,0,3
17,5,0,0.951,0.811,0.984,11,1,1
0,5,1,0.274,0.096,0.243,0,2,6
12,6,4,0.469,0.319,0.29,0,2,2
5,2,1,0.246,0.528,0.238,19,1,5
3,6,2,0.217,0.0,0.0,29,3,10
10,4,0,0.835,0.876,0.702,8,3,1
6,6,4,0.483,0.0,0.375,1,1,4
10,2,4,0.513,0.337,0.374,0,3,3
11,1,0,0.935,0.731,0.638,6,1,1
2,5,1,0.202,0.516,0.244,13,0,6
3,1,1,0.254,0.257,0.009,7,2,7
3,5,2,0.168,0.0,0.0,12,3,10
14,5,1,0.988,0.278,0.496,18,0,2
19,3,3,0.756,0.342,0.92,9,2,4
23,2,2,0.004,0.182,0.354,35,2,7
21,1,1,0.305,0.0,0.395,7,1,5
2,6,0,0.297,0.654,0.287,13,2,6
12,0,1,0.934,0.559,0.433,4,0,2
18,5,2,0.581,0.417,0.457,17,3,6
18,3,0,0.927,0.709,0.835,17,2,2
16,3,1,0.855,0.32,0.492,3,3,2
14,5,0,1.0,0.387,0.661,3,1,1
22,6,2,0.129,0.196,0.139,19,3,9
22,4,3,0.32,0.377,0.736,19,0,5
10,4,2,0.703,0.37,0.193,29,0,6
21,6,3,0.359,0.403,0.718,17,1,6
5,6,2,0.006,0.337,0.062,37,3,8
8,6,4,0.509,0.0,0.297,1,2,4
6,2,1,0.984,0.475,0.505,15,3,3
7,1,3,0.699,0.678,0.755,22,1,5
22,1,1,0.355,0.212,0.392,3,3,5
18,4,0,0.872,0.806,0.621,15,0,2
9,5,0,1.0,0.821,0.791,18,2,2
10,5,1,0.754,0.301,0.428,2,0,3
8,0,3,0.835,0.0,0.895,21,1,5
23,5,1,0.183,0.039,0.276,13,2,6
3,5,2,0.168,0.0,0.0,12,3,10
18,4,4,0.563,0.151,0.459,0,2,4
8,5,0,0.765,0.429,0.696,11,0,3
14,1,2,0.52,0.039,0.043,28,3,7
10,3,0,0.731,0.973,0.64,14,3,2
20,5,3,0.839,0.354,0.678,21,3,5
17,5,2,0.543,0.22,0.341,19,2,5
12,3,1,0.881,0.467,0.579,8,3,3
8,0,1,0.82,0.097,0.652,0,3,3
2,5,4,0.0,0.274,0.0,4,0,8
17,2,0,1.0,0.961,0.734,18,0,1
8,1,1,0.733,0.422,0.503,3,2,3
5,2,1,0.398,0.392,0.239,0,0,4
11,0,1,0.791,0.283,0.525,3,1,2
1,6,2,0.039,0.111,0.0,34,0,10
0,1,2,0.096,0.035,0.053,22,3,9
18,5,0,0.788,0.75,0.863,4,1,2
23,1,2,0.0,0.0,0.191,27,3,9
0,5,1,0.357,0.35,0.132,4,3,7
19,4,0,0.947,0.799,0.875,3,2,1
18,1,1,0.696,0.061,0.62,13,3,4
22,2,2,0.032,0.0,0.272,19,2,7
3,3,4,0.015,0.057,0.0,0,2,8
13,1,0,0.793,0.702,0.658,12,0,2
17,6,2,0.784,0.262,0.329,24,3,6
17,2,1,0.794,0.486,0.77,16,2,3
9,0,1,0.883,0.248,0.638,5,2,3
11,0,2,0.607,0.088,0.329,22,2,5
20,0,4,0.33,0.0,0.42,11,2,5
8,5,2,0.565,0.078,0.319,20,2,6
17,0,0,0.955,0.565,0.791,4,1,1
19,2,1,0.733,0.494,0.771,8,2,3
15,0,1,0.843,0.207,0.542,1,1,2
14,5,0,0.965,0.497,0.608,25,2,2
13,6,2,0.49,0.227,0.183,29,3,7
5,3,2,0.286,0.034,0.0,25,1,7
22,6,2,0.114,0.21,0.145,41,3,10
22,3,2,0.0,0.074,0.44,21,0,7
19,2,1,0.746,0.262,0.681,9,1,3
22,2,4,0.0,0.211,0.098,0,1,7
5,1,1,0.329,0.745,0.208,10,0,4
3,4,2,0.06,0.321,0.0,30,0,9
22,5,4,0.0,0.0,0.46,5,1,8
11,4,1,0.916,0.305,0.453,5,0,2
7,1,1,0.727,0.199,0.494,0,1,4
4,6,0,0.346,0.755,0.054,21,0,5
3,5,1,0.41,0.23,0.152,7,2,6
11,5,0,0.796,0.611,0.506,9,3,2
23,4,4,0.0,0.15,0.089,0,3,7
17,1,1,0.854,0.368,0.698,0,3,2
20,6,4,0.479,0.0,0.133,0,1,5
0,5,2,0.086,0.077,0.0,33,0,10
16,1,1,0.635,0.0,0.607,8,3,3
18,6,4,0.521,0.248,0.478,0,2,3
11,0,1,0.841,0.271,0.539,3,0,2
18,2,0,0.942,0.958,0.582,23,1,3
2,1,2,0.217,0.173,0.047,25,3,9
23,0,1,0.086,0.45,0.502,1,3,5
2,5,0,0.382,0.281,0.053,11,1,7
21,6,3,0.31,0.456,0.872,15,3,6
10,4,0,0.835,0.876,0.702,8,3,1
18,4,2,0.438,0.152,0.52,13,2,6
20,2,3,0.896,0.271,0.699,30,3,5
11,6,2,0.496,0.45,0.307,22,2,5
16,4,3,0.768,0.516,0.789,20,1,4
6,5,0,1.0,0.825,0.654,5,1,2
19,2,2,0.558,0.34,0.445,22,0,5
21,5,3,0.084,0.223,0.813,18,1,6
19,4,0,0.947,0.799,0.875,3,2,1
7,3,0,1.0,0.791,0.573,23,1,3
1,2,4,0.0,0.294,0.0,0,3,8
3,5,2,0.055,0.125,0.0,44,0,10
9,5,0,0.896,0.53,0.769,15,2,2
8,2,3,0.597,0.478,0.963,38,0,5
10,3,2,0.584,0.106,0.16,29,3,7
23,2,2,0.002,0.086,0.113,37,0,9
21,6,1,0.251,0.284,0.547,13,1,5
14,3,1,0.601,0.228,0.58,16,2,3
3,6,2,0.217,0.0,0.0,29,3,10
8,4,2,0.604,0.26,0.404,24,0,6
19,5,0,0.929,0.616,0.809,12,0,2
13,6,2,0.49,0.227,0.183,29,3,7
21,5,4,0.122,0.209,0.265,24,1,7
20,6,2,0.724,0.357,0.247,31,3,7
8,2,2,0.51,0.221,0.314,16,2,6
2,5,2,0.25,0.32,0.0,29,3,10
1,1,1,0.253,0.477,0.155,0,3,6
17,6,4,0.449,0.137,0.562,0,2,3
19,5,1,0.847,0.236,0.709,0,3,3
11,4,0,0.882,0.749,0.814,28,2,2
18,0,3,0.588,0.313,0.955,22,0,5
7,4,0,0.825,0.845,0.734,4,1,2
15,6,2,0.522,0.37,0.097,7,3,6
7,4,4,0.517,0.051,0.342,0,2,4
9,6,2,0.512,0.003,0.172,25,1,7
2,6,2,0.226,0.465,0.0,42,3,10
0,6,4,0.16,0.1,0.0,1,0,9
19,4,1,0.743,0.503,0.82,9,0,3
15,1,2,0.451,0.054,0.155,38,3,7
13,5,2,0.618,0.165,0.067,31,1,7
9,5,0,1.0,0.752,0.734,11,0,2
17,2,1,0.903,0.64,0.734,0,3,1
3,1,4,0.0,0.051,0.0,21,3,8
20,1,3,0.595,0.599,0.894,5,2,4
5,1,1,0.402,0.0,0.084,14,2,5
15,6,1,0.823,0.0,0.523,22,1,4
2,1,2,0.113,0.007,0.0,25,1,9
9,5,2,0.586,0.035,0.179,24,3,8
5,6,2,0.207,0.0,0.0,24,1,8
8,1,2,0.429,0.0,0.364,19,3,6
1,1,4,0.089,0.135,0.011,17,2,8
6,1,1,0.753,0.044,0.547,11,3,4
0,4,1,0.224,0.294,0.151,13,0,6
3,1,4,0.063,0.29,0.113,3,0,8
21,6,4,0.059,0.119,0.355,0,1,6
3,6,2,0.217,0.0,0.0,29,3,10
0,4,1,0.187,0.333,0.21,22,3,6
13,2,0,0.765,0.642,0.448,20,1,2
8,2,1,0.766,0.384,0.735,12,2,4
8,5,2,0.602,0.0,0.218,26,1,6
5,4,2,0.0,0.312,0.046,43,2,9
20,2,2,0.566,0.064,0.332,28,1,7
22,0,4,0.0,0.0,0.381,5,2,6
1,0,1,0.324,0.651,0.336,7,2,5
15,6,4,0.63,0.191,0.14,0,0,3
14,3,3,0.652,0.445,0.804,25,3,4
7,3,1,0.858,0.313,0.636,13,0,4
8,4,1,0.869,0.238,0.698,5,2,3
0,1,1,0.393,0.415,0.119,11,2,6
6,3,2,0.621,0.298,0.103,28,2,6
2,1,2,0.217,0.173,0.047,25,3,9
21,0,1,0.227,0.196,0.483,3,2,5
5,6,1,0.229,0.21,0.255,11,0,5
15,1,1,0.758,0.089,0.621,8,3,3
21,3,2,0.102,0.088,0.292,26,1,7
9,3,2,0.452,0.022,0.428,28,3,7
11,1,0,0.935,0.731,0.638,6,1,1
2,2,3,0.277,0.159,0.473,10,3,6
2,4,2,0.0,0.0,0.039,21,2,9
11,0,2,0.629,0.102,0.186,14,3,6
4,3,2,0.0,0.315,0.0,24,3,10
9,0,0,0.913,0.883,0.721,22,2,2
17,0,1,0.794,0.117,0.69,0,0,3
7,2,2,0.628,0.303,0.219,30,2,6
3,6,1,0.195,0.194,0.231,0,3,7
5,4,3,0.075,0.358,0.498,26,1,6
1,5,4,0.0,0.413,0.04,7,0,8
16,4,2,0.466,0.125,0.258,34,3,6
7,0,1,0.811,0.327,0.544,23,1,5
23,3,2,0.105,0.0,0.234,40,3,8
2,6,2,0.226,0.465,0.0,42,3,10
17,2,0,1.0,0.961,0.734,18,0,1
0,0,2,0.102,0.283,0.001,36,3,10
22,2,0,0.443,0.792,0.652,25,3,4
8,2,2,0.822,0.097,0.437,27,1,6
3,1,2,0.2,0.311,0.0,31,0,9
13,0,0,0.841,0.706,0.8,0,0,1
9,0,3,0.776,0.62,0.873,26,1,5
8,3,2,0.606,0.0,0.415,23,3,6
11,1,2,0.644,0.056,0.415,22,3,6
7,4,2,0.517,0.283,0.318,9,3,6
16,0,4,0.665,0.0,0.444,19,3,4
1,1,4,0.089,0.135,0.011,17,2,8
4,0,1,0.321,0.292,0.22,3,3,5
9,4,1,0.851,0.15,0.608,6,1,2
16,2,1,0.738,0.346,0.684,0,0,2
15,5,2,0.341,0.064,0.093,32,3,7
10,4,0,0.835,0.876,0.702,8,3,1
13,6,2,0.521,0.188,0.146,37,2,6
7,1,0,0.835,0.765,0.783,0,2,2
3,5,2,0.055,0.125,0.0,44,0,10
1,1,0,0.493,0.595,0.256,17,0,5
23,5,1,0.251,0.153,0.419,0,0,6
20,6,1,0.923,0.118,0.532,0,3,4
13,5,0,0.939,0.667,0.441,24,3,2
20,4,1,0.846,0.29,0.528,10,3,5
19,2,0,0.827,0.823,0.74,7,2,1
16,1,1,0.776,0.264,0.613,2,0,2
9,6,2,0.475,0.0,0.336,28,0,7
17,0,0,0.955,0.565,0.791,4,1,1
15,1,0,0.969,0.708,0.697,4,3,1
10,1,1,0.873,0.322,0.69,8,0,2
3,4,2,0.003,0.565,0.031,29,2,9
20,2,3,0.829,0.563,0.874,27,3,5
19,3,2,0.58,0.058,0.399,13,3,6
11,4,1,0.85,0.256,0.372,13,2,3
10,4,3,0.684,0.363,0.768,21,0,4
0,6,2,0.164,0.061,0.0,18,3,10
1,2,2,0.246,0.237,0.0,18,3,9
1,6,4,0.0,0.134,0.0,3,2,8
18,1,1,0.707,0.332,0.66,8,2,3
3,2,2,0.069,0.29,0.052,25,3,9
18,0,0,0.815,0.359,0.826,0,2,2
10,3,2,0.63,0.0,0.044,27,3,7
3,6,4,0.11,0.232,0.072,6,3,8
8,4,3,0.771,0.368,0.82,24,2,4
6,1,1,0.725,0.211,0.457,25,3,5
0,2,0,0.401,0.785,0.303,15,3,4
1,2,2,0.207,0.146,0.0,28,2,8
19,2,2,0.778,0.215,0.204,21,2,5
17,6,2,0.705,0.173,0.363,26,2,5
22,2,4,0.0,0.093,0.158,12,2,7
2,4,4,0.0,0.341,0.026,0,3,8
12,6,0,0.907,0.507,0.607,11,1,1
6,3,1,0.888,0.066,0.466,0,2,3
2,5,2,0.25,0.32,0.0,29,3,10
1,4,2,0.107,0.112,0.019,14,0,8
5,4,2,0.126,0.022,0.0,40,0,8
16,1,3,0.641,0.213,0.626,21,3,3
8,2,0,0.873,0.688,0.56,0,2,2
17,5,2,0.487,0.181,0.373,28,2,6
17,2,1,0.903,0.64,0.734,0,3,1
23,1,4,0.132,0.053,0.198,8,0,7
17,3,0,0.812,0.637,0.664,31,2,2
23,0,4,0.035,0.414,0.299,7,0,6
20,2,1,0.768,0.078,0.443,3,1,4
1,6,2,0.039,0.111,0.0,34,0,10
0,6,2,0.164,0.061,0.0,18,3,10
9,6,2,0.685,0.57,0.239,20,0,5
3,1,2,0.0,0.22,0.0,28,3,9
4,0,1,0.204,0.196,0.086,8,2,7
20,6,2,0.573,0.0,0.0,34,3,9
2,2,2,0.085,0.134,0.105,27,1,9
7,3,3,0.775,0.487,1.0,19,2,4
7,5,4,0.479,0.171,0.293,19,0,5
17,0,4,0.471,0.057,0.427,3,1,3
16,5,1,0.803,0.142,0.511,4,2,2
17,1,3,0.636,0.526,0.773,12,0,3
11,5,3,0.699,0.376,0.89,15,0,4
23,0,1,0.416,0.16,0.612,14,3,5
18,3,0,0.974,0.601,0.7,7,0,3
23,0,3,0.194,0.356,0.808,15,1,5
17,1,1,0.909,0.0,0.652,2,2,3
12,2,1,0.837,0.215,0.442,12,0,3
17,5,2,0.659,0.0,0.333,17,3,6
12,0,2,0.493,0.0,0.157,30,2,7
17,2,0,1.0,0.961,0.734,18,0,1
21,3,2,0.251,0.0,0.138,20,1,8
19,3,4,0.621,0.201,0.563,9,3,4
20,1,2,0.545,0.329,0.241,47,3,7
22,5,0,0.283,0.662,0.542,29,0,5
17,0,0,0.955,0.565,0.791,4,1,1
0,3,4,0.0,0.0,0.0,0,3,7
1,4,4,0.0,0.0,0.0,3,2,8
18,6,0,0.899,0.704,0.779,15,3,2
23,2,2,0.002,0.086,0.113,37,0,9
18,2,3,0.684,0.483,0.848,33,3,5
2,4,2,0.0,0.0,0.039,21,2,9
11,4,4,0.503,0.429,0.377,11,0,3
7,5,4,0.361,0.0,0.351,0,0,4
9,5,2,0.586,0.035,0.179,24,3,8
19,5,1,0.784,0.511,0.638,0,0,3
13,3,2,0.584,0.393,0.095,25,2,6
22,6,2,0.114,0.21,0.145,41,3,10
8,1,2,0.622,0.272,0.262,18,3,6
12,4,0,1.0,0.9,0.706,19,2,2
22,4,1,0.177,0.559,0.529,14,3,5
2,1,2,0.139,0.0,0.003,24,2,9
13,0,0,0.943,0.804,0.672,12,1,2
4,5,3,0.296,0.534,0.424,19,3,6
10,1,2,0.693,0.386,0.187,11,0,6
21,2,2,0.07,0.064,0.208,30,3,8
11,1,0,0.74,0.674,0.706,21,2,2
13,0,2,0.551,0.049,0.165,15,0,6
13,3,0,0.928,0.714,0.67,4,0,1
17,5,0,0.793,0.73,0.719,0,2,1
9,2,1,0.806,0.343,0.662,4,2,3
0,6,0,0.367,1.0,0.349,14,0,5
12,0,4,0.398,0.463,0.27,6,3,3
23,0,2,0.153,0.324,0.11,23,1,8
21,1,2,0.187,0.184,0.076,21,2,7
15,1,0,0.969,0.708,0.697,4,3,1
0,4,2,0.102,0.206,0.0,18,3,9
6,4,2,0.438,0.0,0.112,21,2,7
13,2,2,0.785,0.309,0.203,23,2,5
23,1,4,0.102,0.431,0.454,17,2,6
18,0,4,0.487,0.136,0.487,1,1,4
1,6,2,0.039,0.111,0.0,34,0,10
6,2,4,0.488,0.0,0.137,3,3,5
0,6,2,0.164,0.061,0.0,18,3,10
0,1,1,0.306,0.333,0.248,15,2,6
23,5,1,0.267,0.475,0.507,3,2,5
11,1,0,0.935,0.731,0.638,6,1,1
15,6,2,0.614,0.063,0.193,34,0,6
6,6,4,0.564,0.026,0.55,3,3,4
1,3,1,0.277,0.151,0.277,11,2,6
3,6,3,0.251,0.6,0.62,19,0,7
3,5,2,0.241,0.566,0.0,16,1,9
8,3,1,0.744,0.389,0.584,9,2,3
23,3,4,0.0,0.329,0.28,6,3,7
21,0,2,0.0,0.228,0.125,25,1,8
2,6,4,0.0,0.071,0.0,0,2,8
20,2,1,0.762,0.195,0.735,0,1,4
22,6,1,0.289,0.087,0.505,12,1,5
17,5,0,0.951,0.811,0.984,11,1,1
0,4,2,0.102,0.206,0.0,18,3,9
16,5,2,0.573,0.146,0.085,27,3,7
18,3,3,0.717,0.276,1.0,16,1,5
